old_name,new_name,diss_count,rule
«ЎЗЛИТИНЕФТГАЗ” АЖ,«O‘ZLITINEFTGAZ» АЖ,4,exact-fold
“O`ZLITINEFTGAZ” АЖ,«O‘ZLITINEFTGAZ» АЖ,2,exact-fold
"""ЎЗЛИТИНЕФТГАЗ"" АЖ",«O‘ZLITINEFTGAZ» АЖ,1,exact-fold
«ЎЗЛИТИНЕФТГАЗ» АЖ,«O‘ZLITINEFTGAZ» АЖ,1,exact-fold
“Ўзбекэнерго” АЖ “,«Ўзбекэнерго» АЖ,4,exact-fold
«Ўзбекэнерго» АЖ «,«Ўзбекэнерго» АЖ,2,exact-fold
“Ўзбекэнерго” АЖ,«Ўзбекэнерго» АЖ,1,exact-fold
Гидрогеология ва инженерлик геологияси институти ДК,«Гидрогеология ва инженерлик геологияси институти» ДК,1,exact-fold
Гидрогеология ва инженерлик геологияси институти ДМ,«Гидрогеология ва инженерлик геологияси институти» ДК,1,curated-group
“Гидрогеология ва инженерлик геологияси институти” ДМ,«Гидрогеология ва инженерлик геологияси институти» ДК,1,curated-group
“Минерал ресурслар институти” ДМ,«Минерал ресурслар институти» ДМ,7,exact-fold
Минерал ресурслар институти ДМ,«Минерал ресурслар институти» ДМ,6,exact-fold
«Минерал ресурслар институти» ДК,«Минерал ресурслар институти» ДМ,5,curated-group
Минерал ресурслар институти ДК,«Минерал ресурслар институти» ДМ,3,curated-group
“Оила ва хотин-қизлар”,«Оила ва хотин-қизлар»,4,exact-fold
Оила ва хотин-қизлар,«Оила ва хотин-қизлар»,1,exact-fold
“Физика-Қуёш”,«Физика-Қуёш»,1,exact-fold
Оʻзбекистон Миллий университети,Ўзбекистон Миллий университети,6,exact-fold
Оъзбекистон Миллий университети,Ўзбекистон Миллий университети,4,exact-fold
Ўзбекистан миллий университети,Ўзбекистон Миллий университети,2,typo
Ўзбекистон миллий унивеситети,Ўзбекистон Миллий университети,2,typo
О'збекистон Миллий университети,Ўзбекистон Миллий университети,1,exact-fold
Ўзбекистон Миллий университети ва Наманган муҳандислик-қурилиш институти,Ўзбекистон Миллий университети,1,exact-fold
Ўзбекистон Миллий университети ва Ўзбекистон Фанлар академияси Астрономия институти,Ўзбекистон Миллий университети,1,exact-fold
Ўзбекистон Миллий университети ва Қорақалпоқдавлат университети ҳамкорлигида,Ўзбекистон Миллий университети,1,exact-fold
Ўзбекистон Миллий университети ва Тошкент кимё-технология институти,Ўзбекистон Миллий университети,1,exact-fold
Ўзбекистон Миллий университети ва Тошкентдаги Турин политехника университети,Ўзбекистон Миллий университети,1,exact-fold
Ўзбекистон Миллий университети ва Витус Беринг номидаги Камчатка давлат университети,Ўзбекистон Миллий университети,1,exact-fold
"Ўзбекистон Миллий университети, Астрономия институти",Ўзбекистон Миллий университети,1,exact-fold
"Ўзбекистон Миллий университети, Чирчиқ давлат педагогика университети",Ўзбекистон Миллий университети,1,exact-fold
"Ўзбекистон Миллий университети, Ўзбекистон Республикаси Фанлар Академияси Ядро Физикаси институти",Ўзбекистон Миллий университети,1,exact-fold
"Ўзбекистон миллий университети, Ўзбекистон Республикаси Жамоат хавфсизлиги университети",Ўзбекистон Миллий университети,1,exact-fold
"Ўзбекистон миллий университети, Республика Маънавият ва маърифат маркази",Ўзбекистон Миллий университети,1,exact-fold
"Ўзбекистон Миллий университети, Россия фанлар академияси Кабардино-Балкар",Ўзбекистон Миллий университети,1,exact-fold
"Ўзбекистон миллий университети, Тошкент фармацевтика институти",Ўзбекистон Миллий университети,1,exact-fold
"Ўзбекистон Миллий университети, Тошкент кимё-технология институти",Ўзбекистон Миллий университети,1,exact-fold
"Ўзбекистон Миллий университети, Тошкент педиатрия тиббиёт институти",Ўзбекистон Миллий университети,1,exact-fold
Ўзбекистон Республикаси Миллий университети,Ўзбекистон Миллий университети,1,curated
Ўзбекистон Миллий унверситети,Ўзбекистон Миллий университети,1,typo
Ўзбекистонм миллий университети,Ўзбекистон Миллий университети,1,typo
Ўзбекицон Миллий университети,Ўзбекистон Миллий университети,1,typo
Узбекистон миллий университети,Ўзбекистон Миллий университети,1,typo
Ўзбекистон Миллий университети ҳузуридаги Биофизика ва биокимё институти,Ўзбекистон Миллий университети ҳузуридаги Биофизика,35,exact-fold
"Ўзбекистон Миллий университети ҳузуридаги Биофизика ва биокимё институти, Наманган давлат университети",Ўзбекистон Миллий университети ҳузуридаги Биофизика,1,exact-fold
Ўзбекистон Миллий университети ҳузуридаги Яримўтказгичлар физикаси ва микроэлектроника,Ўзбекистон Миллий университети ҳузуридаги Яримўтказгичлар физикаси ва микроелектроника,3,exact-fold
Ўзбекистон Республикаси Банк-молия академиясида,Ўзбекистон Республикаси Банк-молия академияси,1,exact-fold
Ўзбекистон Республикаси Банк–молия академияси,Ўзбекистон Республикаси Банк-молия академияси,1,exact-fold
. Ўзбекистон Республикаси Давлат солиқ қўмитаси ҳузуридаги Фискал институт,Ўзбекистон Республикаси Давлат солиқ қўмитаси ҳузуридаги Фискал институт,1,exact-fold
Оъзбекистон Республикаси Жамоат хавфсизлиги университети,Ўзбекистон Республикаси Жамоат хавфсизлиги университети,3,exact-fold
О'збекистон Республикаси Президенти ҳузуридаги Давлат бошқаруви академияси,Ўзбекистон Республикаси Президенти ҳузуридаги Давлат бошқаруви академияси,1,exact-fold
Ўзбекиcтoн Pеcпубликacи Пpезиденти ҳузуpидaги Дaвлaт бoшқapуви aкaдемияcи,Ўзбекистон Республикаси Президенти ҳузуридаги Давлат бошқаруви академияси,1,typo
Ўзбекистон Республикаси Президенти хузуридаги Давлат бошқаруви академияси,Ўзбекистон Республикаси Президенти ҳузуридаги Давлат бошқаруви академияси,1,typo
Ўзбекистон Республикаси Судьялар олий кенгаши ҳузуридаги Судьялар олий мактаби,Ўзбекистон Республикаси Судялар олий кенгаши ҳузуридаги Судялар олий мактаби,5,exact-fold
Оъзбекистон Республикаси Судялар олий кенгаши ҳузуридаги Судялар олий мактаби,Ўзбекистон Республикаси Судялар олий кенгаши ҳузуридаги Судялар олий мактаби,1,exact-fold
Ўзбекистон Республикаси Фанлар Aкадемияси Aбу Райҳон Беруний номидаги Шарқшунослик институти,Ўзбекистон Республикаси Фанлар Академияси Абу Райҳон Беруний номидаги Шарқшунослик институти,1,exact-fold
Ўзбекистон Республикаси Фанлар aкадемияси Абу Райҳон Беруний номидаги Шарқшунослик институти,Ўзбекистон Республикаси Фанлар Академияси Абу Райҳон Беруний номидаги Шарқшунослик институти,1,exact-fold
Ўзбекистон Республикаси Фанлар Академияси Ион-плазма ва лазер технологиялари институти,Ўзбекистон Республикаси Фанлар Академияси Ион-плазма,13,exact-fold
Ўзбекистон Республикаси Фанлар Академияси Ион-плазма ва лазер технологиялари институти ва Физика-техника институти,Ўзбекистон Республикаси Фанлар Академияси Ион-плазма,1,exact-fold
"Ўзбекистон Республикаси Фанлар академияси, Физика-техника институти",Ўзбекистон Республикаси Фанлар академияси,1,exact-fold
"Ўзбекистон Республикаси Фанлар академияси, Хоразм Маъмун академияси",Ўзбекистон Республикаси Фанлар академияси,1,exact-fold
"Ўзбекистон Республикаси Фанлар академияси Ўзбек тили, адабиёти ва фольклори институти",Ўзбекистон Республикаси Фанлар академияси Ўзбек тили,24,exact-fold
"Ўзбекистон Республикаси Фанлар академияси Ўзбек тили, адабиёти ва фолклори институти",Ўзбекистон Республикаси Фанлар академияси Ўзбек тили,22,exact-fold
Ўзбекистон Республикаси Фанлар академияси М.Т.Ўрозбоев номидаги Механика ва иншоотлар сейсмик мустаҳкамлиги институти,Ўзбекистон Республикаси Фанлар академияси М.Т.Ўрозбоев номидаги Механика,8,exact-fold
Ўзбекистон Республикаси Фанлар академияси Механика ва иншоотлар сейсмик мустаҳкамлиги институти,Ўзбекистон Республикаси Фанлар академияси М.Т.Ўрозбоев номидаги Механика,7,curated-group
Ўзбекистон Республикаси Фанлар академияси М.Т. Ўрозбоев номидаги Механика ва иншоотлар сейсмик мустаҳкамлиги институти,Ўзбекистон Республикаси Фанлар академияси М.Т.Ўрозбоев номидаги Механика,4,exact-fold
М.Т.Ўрозбоев номидаги Механика ва иншоотлар сейсмик мустаҳкамлиги институти,Ўзбекистон Республикаси Фанлар академияси М.Т.Ўрозбоев номидаги Механика,2,curated-group
Ўзбекистон Республикаси Фанлар академияси М.Т. Ўрозбоев номидаги Механика ва иншоотлар сейсмик мустаҳкамлиги институти ва Наманган муҳандислик-қурилиш институти,Ўзбекистон Республикаси Фанлар академияси М.Т.Ўрозбоев номидаги Механика,1,exact-fold
«Ўзбекистон Республикаси Фанлар академияси М.Т.Ўрозбоев номидаги Механика ва иншоотлар сейсмик мустаҳкамлиги институти»,Ўзбекистон Республикаси Фанлар академияси М.Т.Ўрозбоев номидаги Механика,1,exact-fold
М.Т. Ўрозбоев номидаги Механика ва иншоотлар сейсмик мустаҳкамлиги институти,Ўзбекистон Республикаси Фанлар академияси М.Т.Ўрозбоев номидаги Механика,1,curated-group
Ўзбекистон Республикаси Фанлар Академияси Механика ва иншоотлар сейсмик мустаҳкамлиги институтида,Ўзбекистон Республикаси Фанлар академияси М.Т.Ўрозбоев номидаги Механика,1,curated-group
Ўзбекистон Республикаси Фанлар Академияси Механика ва иншоотларнинг сейсмик мустаҳкамлиги институти ва Тошкент архитектура қурилиш университети,Ўзбекистон Республикаси Фанлар академияси М.Т.Ўрозбоев номидаги Механика,1,curated-group
"Ўзбекистон Республикаси Фанлар академияси Навоий бўлими, Навоий давлат кончилик ва технологиялар университети",Ўзбекистон Республикаси Фанлар академияси Навоий бўлими,2,exact-fold
Ўзбекистон Республикаси Фанлар академияси Полимерлар кимёси ва физикаси институти,Ўзбекистон Республикаси Фанлар академияси Полимерлар кимёси,13,exact-fold
Ўзбекистон Республикаси Фанлар академияси Полимерлар кимёси ва физикаси институти ҳамда Андижон давлат университети,Ўзбекистон Республикаси Фанлар академияси Полимерлар кимёси,1,exact-fold
Ўзбекистон Республикаси Фанлар Aкадемияси Тарих институти,Ўзбекистон Республикаси Фанлар академияси Тарих институти,1,exact-fold
Ўзбекистон Республикаси Фанлар Академияси “Энергетика муаммолари институти”,Ўзбекистон Республикаси Фанлар академияси Энергетика муаммолари институти,1,exact-fold
Ядро физикаси институти,Ўзбекистон Республикаси Фанлар академияси Ядро физикаси институти,14,curated-group
"Ўзбекистон Республикаси Фанлар Академияси Ядро физикаси институти, “Радиопрепарат” Давлат Корхонаси",Ўзбекистон Республикаси Фанлар академияси Ядро физикаси институти,3,exact-fold
Ядро физикаси институти ва Астрономия институти,Ўзбекистон Республикаси Фанлар академияси Ядро физикаси институти,3,curated-group
Ўзбекистон Республикаси Фанлар акдемияси Ядро физикаси институти,Ўзбекистон Республикаси Фанлар академияси Ядро физикаси институти,2,curated-group
Ўзбекистон Республикаси Фанлар Академияси Ядро физикаси институти ва Шароф Рашидов номидаги Самарқанд давлат университети,Ўзбекистон Республикаси Фанлар академияси Ядро физикаси институти,1,exact-fold
"Ядро физикаси институти, Андижон давлат университети",Ўзбекистон Республикаси Фанлар академияси Ядро физикаси институти,1,curated-group
"Ядро физикаси институти, Бирлашган ядро тадқиқотлари институти (Дубна, Россия)",Ўзбекистон Республикаси Фанлар академияси Ядро физикаси институти,1,curated-group
Ўзбекистон Республикаси Фанлар акдемияси Ядро физикаси институти ва Навоий давлат кончилик институти,Ўзбекистон Республикаси Фанлар академияси Ядро физикаси институти,1,curated-group
Ўзбекистон Распубликаси Фанлар Академияси Ядро Физикаси институти,Ўзбекистон Республикаси Фанлар академияси Ядро физикаси институти,1,typo
Ўзбекистон Республикаси Фанлар академияси Қорақалпоғистон бўлими Қарақалпақ гуманитар фанлар,Ўзбекистон Республикаси Фанлар академияси Қорақалпоғистон бўлими Қорақалпоқ гуманитар фанлар,1,typo
Ўзбекистон Республикаси Қуролли кучлари ҳарбий-тиббиёт академияси,Ўзбекистон Республикаси Қуролли Кучлари Ҳарбий тиббиёт академияси,1,exact-fold
Ўзбекистон давлат жаҳон тиллар университети,Ўзбекистон давлат жаҳон тиллари университети,20,curated-group
Оʻзбекистон давлат жаҳон тиллари университети,Ўзбекистон давлат жаҳон тиллари университети,2,exact-fold
Ўзбекистон давлат жахон тиллари университети,Ўзбекистон давлат жаҳон тиллари университети,2,typo
Ўзбекистон давлат жаҳон тиллари унIVерситети,Ўзбекистон давлат жаҳон тиллари университети,1,exact-fold
Ўзбекистон давлат жаҳон университети,Ўзбекистон давлат жаҳон тиллари университети,1,curated
Ўзбекистон кимё фармацевтика,Ўзбекистон кимё-фармацевтика,1,exact-fold
Ўзбeкистон кимё-фармацeвтика,Ўзбекистон кимё-фармацевтика,1,exact-fold
Оʻзбекистон миллий педагогика университети,Ўзбекистон миллий педагогика университети,3,exact-fold
"Ўзбекистон миллий педагогика университети, DSc.01/2025.27.12.Р.03.02",Ўзбекистон миллий педагогика университети,1,exact-fold
Ўзбекистон миллий давлат педагогика университети,Ўзбекистон миллий педагогика университети,1,curated
Ўзбекистон милий педагогика университети,Ўзбекистон миллий педагогика университети,1,typo
Ўзбекистон миллий педагогика университени,Ўзбекистон миллий педагогика университети,1,typo
Ўзбекситон миллий педагогика университети,Ўзбекистон миллий педагогика университети,1,typo
Ўзбекистoн педагoгика фанлари,Ўзбекистон педагогика фанлари,1,exact-fold
“Ўзбекистон табиий толалар,Ўзбекистон табиий толалар,1,exact-fold
Ўзбекистон-Финландия педагогика институтида бажарилган,Ўзбекистон-Финландия педагогика институти,1,exact-fold
"Ўрта махсус, касб-ҳунар таълими тизими кадрларининг малакасини ошириш ва уларни қайта тайёрлаш институти",Ўрта махсус касб-ҳунар таълими тизими кадрларининг малакасини ошириш ва уларни қайта тайёрлаш институти,2,exact-fold
"Ўсимлик моддалари кимёси институти, Korea Food Research Institute",Ўсимлик моддалари кимёси институти,1,exact-fold
"Ўсимлик моддалари кимёси институти, Қорақалпоқ давлат университети",Ўсимлик моддалари кимёси институти,1,exact-fold
"Ўсимлик моддалари кимёси институти, Тошкент Давлат аграр унIVерситети",Ўсимлик моддалари кимёси институти,1,exact-fold
Ўзбекистон Республикаси Фанлар Aкадемияси Ўсимлик моддалари кимёси институти,Ўсимлик моддалари кимёси институти,1,curated-group
Ўзбекистон Республикаси Фанлар академияси Ўсимлик моддалари кимёси институти,Ўсимлик моддалари кимёси институти,1,curated-group
Ўсимликлaр кaрaнтини вa ҳимояси,Ўсимликлар карантини ва ҳимояси,1,exact-fold
А.Авлоний номидаги педагогларни касбий ривожлантириш ва янги методикаларга ўргатиш миллий-,А.Авлоний номидаги педагогларни касбий ривожлантириш ва янги методикаларга ўргатиш миллий,6,exact-fold
Aбдулла Қодирий номидаги Жиззах давлат педагогика университети,Абдулла Қодирий номидаги Жиззах давлат педагогика университети,1,exact-fold
Абу Али ибн Сино номидаги Бухоро давлат тиббиёт институтида бажарилган,Абу Али ибн Сино номидаги Бухоро давлат тиббиёт институти,2,exact-fold
“Ажиниёз номидаги Нукус давлат педагогика институти”,Ажиниёз номидаги Нукус давлат педагогика институти,2,exact-fold
Ажиниёз номидаги Нукус давлат педагогика институти ва Беларус миллий фанлар академияси физика-техника институти,Ажиниёз номидаги Нукус давлат педагогика институти,1,exact-fold
Ё.Х. Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,Академик Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,6,curated-group
Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,Академик Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,4,curated-group
академик Я.Х. Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,Академик Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,4,curated-group
Академик Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган,Академик Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,3,curated-group
Академик Я.Х.Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,Академик Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,2,curated-group
Академик Ё.Х. Тўрақулов номидаги Республика ихтисослаштирилган,Академик Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,2,curated-group
Академик Ё.Х. Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,Академик Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,1,exact-fold
Aкадемик Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган ендокринология,Академик Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,1,exact-fold
Aкадемик Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,Академик Ё.Х.Тўрақулов номидаги Республика ихтисослаштирилган эндокринология,1,exact-fold
“Академик В.Воҳидов номидаги Республика ихтисослаштирилган хирургия,Академик В.Воҳидов номидаги Республика ихтисослаштирилган хирургия,10,exact-fold
“Академик В.Вохидов номидаги Республика ихтисослаштирилган хирургия,Академик В.Воҳидов номидаги Республика ихтисослаштирилган хирургия,8,curated-group
«Академик В.Воҳидов номидаги Республика ихтисослаштирилган хирургия,Академик В.Воҳидов номидаги Республика ихтисослаштирилган хирургия,6,exact-fold
Академик В.Вохидов номидаги Республика ихтисослаштирилган хирургия,Академик В.Воҳидов номидаги Республика ихтисослаштирилган хирургия,6,curated-group
«Академик В.Вохидов номидаги Республика ихтисослаштирилган хирургия,Академик В.Воҳидов номидаги Республика ихтисослаштирилган хирургия,2,curated-group
«Академик. В. Вохидов номидаги Республика ихтисослаштирилган,Академик В.Воҳидов номидаги Республика ихтисослаштирилган хирургия,2,curated-group
Aкадемик В.Воҳидов номидаги Республика ихтисослаштирилган хирургия,Академик В.Воҳидов номидаги Республика ихтисослаштирилган хирургия,1,exact-fold
академик В.Вохидов номидаги Республика ихтисослаштирилган,Академик В.Воҳидов номидаги Республика ихтисослаштирилган хирургия,1,curated-group
"Академик М.М. Мирзаев номидаги богʻдорчилик, узумчилик ва виночилик","Академик М.М. Мирзаев номидаги боғдорчилик, узумчилик ва виночилик",1,exact-fold
академик Ш.Алимов номидаги Республика ихтисослаштирилган фтизиатрия ва пулмонология,Академик Ш.Алимов номидаги Республика ихтисослаштирилган фтизиатрия ва пульмонология,2,exact-fold
Aлишер Навоий номидаги Тошкент давлат ўзбек тили ва адабиёти университети,Алишер Навоий номидаги Тошкент давлат ўзбек тили ва адабиёти университети,16,exact-fold
Алишер Навоий номидаги Тошкент давлат оʻзбек тили ва адабиёти университети,Алишер Навоий номидаги Тошкент давлат ўзбек тили ва адабиёти университети,5,exact-fold
Алишер Навоий номидаги Тошкент давлат оʻзбек тили ва адабиёти университетида,Алишер Навоий номидаги Тошкент давлат ўзбек тили ва адабиёти университети,2,exact-fold
Алишер Навоий номидаги Тошкент давлат ўзбек тили ва адабиёти,Алишер Навоий номидаги Тошкент давлат ўзбек тили ва адабиёти университети,2,curated
Алишер Навоий номидаги Тошкент давлат о'збек тили ва адабиёти университети,Алишер Навоий номидаги Тошкент давлат ўзбек тили ва адабиёти университети,1,exact-fold
Алишер Навоий номидаги ўзбек тили ва адабиёти университети,Алишер Навоий номидаги Тошкент давлат ўзбек тили ва адабиёти университети,1,curated
Алишер Навоий номидаги Тошкент давлат ўзбек тили ва университети,Алишер Навоий номидаги Тошкент давлат ўзбек тили ва адабиёти университети,1,curated
Алишер Навоий номидаги Тошкент давлат ўзбек тили ва адабиёти университети «Ўзбек тилшунослиги» кафедраси,Алишер Навоий номидаги Тошкент давлат ўзбек тили ва адабиёти университети,1,curated
Aндижон давлат педагогика институти,Андижон давлат педагогика институти,1,exact-fold
Андижон давлат педагогика институтида,Андижон давлат педагогика институти,1,exact-fold
Андижон давлат педогогика институти,Андижон давлат педагогика институти,1,typo
Андижон давлат техника институтида,Андижон давлат техника институти,1,exact-fold
Андижон давлат тиббиёт институтида бажарилган,Андижон давлат тиббиёт институти,4,exact-fold
Андижон тиббиёт институти,Андижон давлат тиббиёт институти,4,curated
Aндижон давлат тиббиёт институти,Андижон давлат тиббиёт институти,3,exact-fold
Андижон давлат тиббиет институти,Андижон давлат тиббиёт институти,1,exact-fold
"Андижон давлат тиббиёт институти, академик В.Воҳидов номидаги Республика ихтисослаштирилган хирургия",Андижон давлат тиббиёт институти,1,exact-fold
"Андижон давлат тиббиёт институти, Республика ихтисослаштирилган эпидемиология, микробиология, юқумли ва паразитар касалликлар",Андижон давлат тиббиёт институти,1,exact-fold
Андижон давлат тиббиёт тиббиёт институти,Андижон давлат тиббиёт институти,1,curated
Андидон давлат тиббиёт институти,Андижон давлат тиббиёт институти,1,typo
Андижон давлат тиббийот институти,Андижон давлат тиббиёт институти,1,typo
Андижонм давлат тиббиёт институти,Андижон давлат тиббиёт институти,1,typo
Aндижон давлат университети,Андижон давлат университети,11,exact-fold
Андижон давлат университети ва Андижон машинасозлик институти,Андижон давлат университети,3,exact-fold
“Андижон давлат университети”,Андижон давлат университети,3,exact-fold
Андижон давлар университети,Андижон давлат университети,2,typo
Андижон давлат униварситети,Андижон давлат университети,2,typo
Aндижoн дaвлaт университети,Андижон давлат университети,1,exact-fold
Андижон давлат университети ва Андижон давлат педагогика институти,Андижон давлат университети,1,exact-fold
Андижон давлат университети ва Наманган муҳандислик-технология институти,Андижон давлат университети,1,exact-fold
"Андижон давлат университети, Фарғона давлат университети",Андижон давлат университети,1,exact-fold
"Андижон давлат университети, Фарғона политехника институти",Андижон давлат университети,1,exact-fold
"Андижон давлат университети, Наманган тўқимачилик саноати институти",Андижон давлат университети,1,exact-fold
"Андижон давлат университети, Ўсимлик моддалари кимёси институти",Андижон давлат университети,1,exact-fold
“Aндижон давлат университети”,Андижон давлат университети,1,exact-fold
Андижон давлат чет тиллар институти,Андижон давлат чет тиллари институти,2,typo
Aндижон давлат чет тиллари институти,Андижон давлат чет тиллари институти,1,exact-fold
"Андижон давлат чет тиллари институти, DSc.03/2025.27.12.Fil.32.02",Андижон давлат чет тиллари институти,1,exact-fold
Aндижон давлат чет тилари институти,Андижон давлат чет тиллари институти,1,typo
Андижон давлат чет тиллар иститути,Андижон давлат чет тиллари институти,1,typo
Aндижон машинасозлик институти,Андижон машинасозлик институти,5,exact-fold
Андижон машинасозлик институтида,Андижон машинасозлик институти,3,exact-fold
“Андижон машинасозлик институти”,Андижон машинасозлик институти,2,exact-fold
Андижон машинасозлик институти ва Наманган давлат университети,Андижон машинасозлик институти,1,exact-fold
"Андижон Машинасозлик институти, Наманган тўқимачилик саноати институти",Андижон машинасозлик институти,1,exact-fold
Aндижон машинасозлик институтида бажарилган,Андижон машинасозлик институти,1,exact-fold
Андижон машинасозлик институтида бажарилган,Андижон машинасозлик институти,1,exact-fold
Андижан машинасозлик институти,Андижон машинасозлик институти,1,typo
Андижон машинасолик институти,Андижон машинасозлик институти,1,typo
Андижон машинасозлик иниститути,Андижон машинасозлик институти,1,typo
Андижон машинасозлик инситути,Андижон машинасозлик институти,1,typo
Андижон қишлоқ хўжалиги ва агротехнологиялари институти,Андижон қишлоқ хўжалиги ва агротехнологиялар институти,12,curated-group
Aндижон қишлоқ хўжалиги ва агротехнологиялар институти,Андижон қишлоқ хўжалиги ва агротехнологиялар институти,5,exact-fold
Андижон қишлоқ хоъжалиги ва агротехнологиялар институти,Андижон қишлоқ хўжалиги ва агротехнологиялар институти,3,exact-fold
Aндижoн қишлoқ хўжaлиги вa aгрoтехнoлoгиялaри институти,Андижон қишлоқ хўжалиги ва агротехнологиялар институти,2,curated-group
Aндижон қишлоқ хўжалиги ва агротехнологиялари институти,Андижон қишлоқ хўжалиги ва агротехнологиялар институти,2,curated-group
"Андижон қишлоқ хўжалиги ва агротехнологиялар институти, Ўсимлик моддалари кимёси институти",Андижон қишлоқ хўжалиги ва агротехнологиялар институти,1,exact-fold
Андижон қишлоқ хўжалиги ва агротехнологиялар институтида бажарилган,Андижон қишлоқ хўжалиги ва агротехнологиялар институти,1,exact-fold
Андижон қишлоқ хоʻжалиги ва агротехнологиялар институти,Андижон қишлоқ хўжалиги ва агротехнологиялар институти,1,exact-fold
“Андижон қишлоқ хўжалиги ва агротехнологиялар институти”,Андижон қишлоқ хўжалиги ва агротехнологиялар институти,1,exact-fold
Андижон қишлоқ ҳўжалиги ва агротехнологиялар инситути,Андижон қишлоқ хўжалиги ва агротехнологиялар институти,1,typo
Андижон қишлоқ ҳўжалиги ва агротехнологиялар институти,Андижон қишлоқ хўжалиги ва агротехнологиялар институти,1,typo
Андижон қишлоқ хўжалиги ва агротехнологиялар иснтитути,Андижон қишлоқ хўжалиги ва агротехнологиялар институти,1,typo
Ўзбекистон Республикаси Фанлар академияси Астрономия институти,Астрономия институти,4,curated-group
"Астрономия институти, Ўзбекистон Миллий университети",Астрономия институти,1,exact-fold
Ўзбекистон Республикаси Фанлар Академияси Астрономия институти ва Фундаментал ва Амалий Тадқиқотлар институти,Астрономия институти,1,curated-group
Атроф - муҳит ва табиатни муҳофаза қилиш технологиялари,Атроф-муҳит ва табиатни муҳофаза қилиш технологиялари,1,exact-fold
Атроф муҳит ва табиатни муҳофаза қилиш технологиялари,Атроф-муҳит ва табиатни муҳофаза қилиш технологиялари,1,exact-fold
Атроф-муҳит ва табиатни муҳофаза-қилиш технологиялари,Атроф-муҳит ва табиатни муҳофаза қилиш технологиялари,1,exact-fold
Бердақ номидаги Қорақалпоқ давлат университети ва Ислом Каримов номидаги Тошкент давлат техника университети,Бердақ номидаги Қорақалпоқ давлат университети,3,exact-fold
Бердақ номидаги Қорақалпоқ давлат универcитети,Бердақ номидаги Қорақалпоқ давлат университети,1,exact-fold
Бердақ номидаги Қoрақалпоқ давлат университети,Бердақ номидаги Қорақалпоқ давлат университети,1,exact-fold
Бердақ номидаги Қорақалпоқ давлат университети ва Ажиниёз номидаги Нукус давлат педагогика институти,Бердақ номидаги Қорақалпоқ давлат университети,1,exact-fold
Бердақ номидаги Қорақалпоқ давлат университетида бажарилган,Бердақ номидаги Қорақалпоқ давлат университети,1,exact-fold
«Бердақ номидаги Қорақалпоқ Давлат университети»,Бердақ номидаги Қорақалпоқ давлат университети,1,exact-fold
Бердах номидаги Қорақалпоқ давлат университети,Бердақ номидаги Қорақалпоқ давлат университети,1,curated-group
Бердах номидаги Қорақалпоқ давлат университетида бажарилган,Бердақ номидаги Қорақалпоқ давлат университети,1,curated-group
Бердақ номидаги Қарақалпоқ давлат университети,Бердақ номидаги Қорақалпоқ давлат университети,1,typo
Бердоқ номидаги Қорақалпоқ давлат университети,Бердақ номидаги Қорақалпоқ давлат университети,1,typo
Бердоқ номидаги Қорақолпақ давлат университети,Бердақ номидаги Қорақалпоқ давлат университети,1,typo
Биоорганик кимё институти ва Ўзбекистон Миллий университети ҳузуридаги Биофизика ва биокимё институти,Биоорганик кимё институти,1,exact-fold
"Биоорганик кимё институти, Пернамбуко Федерал университети (Бразилия)",Биоорганик кимё институти,1,exact-fold
"Биоорганик кимё институти, Синьцзян Физика-кимё техника институти",Биоорганик кимё институти,1,exact-fold
Бирлашган Араб Амирликлари университети ва Математика институти,Бирлашган Араб Амирликлари университети,2,exact-fold
Бирлашган Араб Амирликлари университети ва В.И.Романовский номидаги Математика институти,Бирлашган Араб Амирликлари университети,1,exact-fold
Ўзбекистон Республикаси Бош прокуратураси Академияси,Бош прокуратура Академияси,6,curated-group
Бош прокуратура Aкадемияси,Бош прокуратура Академияси,1,exact-fold
Ўзбекистон Республикаси Бош прокуратураси Aкадемияси,Бош прокуратура Академияси,1,curated-group
Бухоро давлат техника университетида,Бухоро давлат техника университети,3,exact-fold
Бухоро давлат техника университети (олдинги Бухоро муҳандислик-технология институти),Бухоро давлат техника университети,1,exact-fold
Бухоро давлат тиббиёт институти ва Тошкент врачлар малакасини ошириш институтида бажарилган,Бухоро давлат тиббиёт институти,2,exact-fold
